essay_id,group_id,label,binary_label,topic_category,model_family,word_count,esl_metadata,text,surface_char_entropy,surface_word_entropy,surface_bigram_entropy,surface_compression_ratio,surface_sent_len_mean,surface_sent_len_median,surface_sent_len_std,surface_sent_len_cv,surface_sent_delta_variance,surface_sent_delta_mean_abs,surface_ttr,surface_root_ttr,surface_hapax_ratio,surface_stopword_ratio,surface_top10_concentration,surface_pos_noun_ratio,surface_pos_verb_ratio,surface_pos_adj_ratio,surface_pos_adv_ratio,surface_pos_pronoun_ratio,surface_pos_prep_ratio,surface_passive_ratio,surface_comma_rate,surface_semicolon_rate,surface_colon_rate,surface_emdash_rate,surface_quote_rate,surface_parentheses_rate,surface_para_len_mean,surface_para_len_std,discourse_agency_action_density,discourse_agency_passive_density,discourse_agency_ratio,discourse_reflection_density,discourse_reflection_intro_ratio,discourse_reflection_body_ratio,discourse_reflection_conclusion_ratio,discourse_reflection_mean_pos,discourse_formulaic_moral_density,discourse_causal_density,discourse_temporal_density,discourse_abstract_vocab_density,discourse_concrete_density,discourse_concrete_abstract_ratio,dist_human_euclidean,dist_human_mahalanobis,dist_human_cosine,dist_structural_dispersion
human_efde0917,grp_p1_human_01,human,0,personal_growth,,255,verified_native,"Every Saturday morning, our kitchen transformed into a bustling dim sum factory. Flour coated the linoleum tiles like fresh snow, and the steady rhythmic thumping of my grandmother’s cleaver set the tempo for the day. My job was simple yet unforgiving: pinch the pleats of the siu mai dumplings. At seven years old, my clumsy fingers tore through delicate wrappers, spilling seasoned pork across the countertop. Nai Nai never scolded me; she merely pressed another circle of dough into my palm, her rough calloused thumbs guiding mine with silent patience.

Through those dumplings, I learned the quiet language of my heritage. In a household where 'I love you' was rarely spoken aloud, affection was measured in steaming bamboo baskets and bowls of slow-simmered winter melon soup. When my family moved to suburban Ohio in fifth grade, that culinary dialect became my anchor. While classmates brought Lunchables, I unpacked containers of fragrant scallion pancakes, learning to embrace the curious glances rather than shrink from them.

As I grew older, this kitchen apprenticeship evolved into a broader curiosity about food anthropology and cultural preservation. In high school, I founded the Cultural Heritage Exchange, organizing community dinners where students from immigrant backgrounds shared their families' traditional dishes along with the stories behind them. Standing before twenty peers, teaching them Nai Nai’s precise three-fold pleating technique, I realized that food is more than sustenance—it is living history. At university, I hope to continue bridging cultural divides, combining sociology and culinary traditions to ensure immigrant narratives are preserved and celebrated.",4.418659269934239,7.321404083400001,7.993642264520532,0.5577712609970674,20.0,22.0,5.449064845669181,0.272453242283459,79.97222222222223,8.0,0.75,12.093386622447825,0.8564102564102564,0.35,0.2076923076923077,0.3384615384615385,0.17692307692307693,0.12307692307692308,0.019230769230769232,0.08846153846153847,0.1423076923076923,0.15384615384615385,6.538461538461539,0.38461538461538464,0.38461538461538464,1.153846153846154,1.153846153846154,0.0,86.66666666666667,8.339997335464536,0.38461538461538464,0.0,1.0,1.153846153846154,0.0,0.6666666666666666,0.3333333333333333,0.5927015891701001,0.0,0.0,0.0,0.0,1.153846153846154,1.0,6.261288894228474,2.4492714652363623,0.9893517407090586,20.206096211294575
human_c31a9696,grp_p1_human_02,human,0,personal_growth,,226,verified_native,"The odometer on my father's 2004 Honda Civic read 287,412 miles the afternoon the transmission finally surrendered on Route 9. While other sixteen-year-olds spent weekends at the mall, I spent mine lying on an oil-stained cardboard slab in our gravel driveway, holding a flashlight with grease under my fingernails while my father explained the elegance of internal combustion. We couldn't afford a mechanic, so we bought a Haynes repair manual and learned together.

Tearing down that engine taught me how systems interact. A stripped bolt wasn't just an inconvenience; it demanded mechanical ingenuity and patience. When the replacement alternator wouldn't fit, we engineered a custom bracket from scrap steel. That driveway was my first engineering laboratory. It was where I discovered that complex problems rarely have clean, singular solutions.

This hands-on persistence defined my high school career. When our robotics team faced sudden motor burnout during regional quarterfinals, my teammates panicked. Remembering the Honda’s stubborn alternator, I recalculated the gear ratios on my phone, salvaged a secondary motor from our backup chassis, and modified the mounting plates within twelve minutes. We placed third that day, but more importantly, I confirmed that my passion lies at the intersection of mechanical design and rapid problem-solving. In college, I intend to study mechanical engineering to build sustainable transportation systems that are as resilient and accessible as that old Civic.",4.392007436760096,7.079983411455821,7.840739615817228,0.5518836748182419,18.23076923076923,15.0,9.208306001012566,0.5050969536420395,124.57638888888887,8.583333333333334,0.721030042918455,11.00604593895103,0.8273809523809523,0.4034334763948498,0.24034334763948498,0.31645569620253167,0.15611814345991562,0.12658227848101267,0.02531645569620253,0.0970464135021097,0.12236286919831224,0.0,5.579399141630901,0.4291845493562232,0.0,2.1459227467811157,1.7167381974248928,0.0,79.0,17.146428199482248,0.4291845493562232,0.0,1.0,1.2875536480686696,0.6666666666666666,0.3333333333333333,0.0,0.3796602691374365,0.0,0.0,0.0,0.0,2.575107296137339,1.0,6.220304665535935,2.449245661198426,0.9910062667447984,971.2917390359539
human_473dbb6e,grp_p2_human_03,human,0,overcoming_adversity,,216,verified_native,"The silence after the judge hit the gavel at the State Mock Trial Finals was deafening. After eight months of seventy-hour practice weeks, memorizing constitutional precedents and drilling cross-examinations until my throat was raw, our team lost by two ballots. As lead defense counsel, I felt the entire weight of that defeat settle squarely on my shoulders. I had fumbled the redirect on our star witness, allowing opposing counsel to cast doubt on our key alibi.

In the weeks that followed, I had to decide whether to retreat into bitter disappointment or dissect the failure. I requested the judge's scoring sheets, replayed audio recordings of our courtroom rounds, and identified the flaw: I had prioritized rhetorical flourish over rigorous factual grounding. I had tried to win the jury with emotional appeal rather than impenetrable evidentiary logic.

Returning as team captain my senior year, I overhauled our training regimen. We instituted forensic cross-examination drills and invited local public defenders to critique our case theories. When we returned to the courtroom this fall, our arguments were razor-sharp. Leading our team back to the podium was gratifying, but the deeper victory was internal. I learned that resilience is not about bouncing back unchanged; it is about having the courage to scrutinize your own shortcomings and rebuild with structural integrity.",4.330833757922828,6.870551547865818,7.710860118961904,0.5503597122302158,18.416666666666668,16.5,4.97423919364113,0.270094435853817,49.35537190082644,5.818181818181818,0.7045454545454546,10.450097868180253,0.8516129032258064,0.41818181818181815,0.2727272727272727,0.2986425339366516,0.20361990950226244,0.1085972850678733,0.02262443438914027,0.10407239819004525,0.14027149321266968,0.0,4.545454545454546,0.45454545454545453,0.45454545454545453,1.8181818181818181,0.45454545454545453,0.0,73.66666666666667,9.104333522498443,0.0,0.45454545454545453,0.0,0.45454545454545453,0.0,0.0,1.0,0.8798561151079136,0.0,0.0,0.0,0.0,0.0,0.0,6.214513350437711,2.449240213011568,0.9565646078378615,23.405057666227403
human_1f2913d5,grp_p2_human_04,human,0,overcoming_adversity,,205,verified_esl,"My grandfather used to say that a weaver's skill is proven not when the loom runs smoothly, but when a thread snaps mid-pattern. When our family was forced to relocate mid-semester following my mother’s sudden medical diagnosis, my entire academic tapestry unraveled. I went from taking four Advanced Placement classes to balancing hospital shifts, cooking meals for my younger brother, and working twenty hours a week at a grocery store to help pay utilities.

My grades dipped that semester. For the first time in my life, I received a B in AP Calculus. At first, shame consumed me. I felt as though I was failing on all fronts—as a student, as an older sibling, and as a caretaker. But as the months wore on, I realized that survival required radical prioritization and relentless self-compassion.

I began waking at 4:30 AM to study derivatives before morning hospital rounds. I transformed my grocery store commute into an audio classroom, listening to biology lectures through one earbud while stocking produce. Slowly, stability returned. My mother entered remission, and my academic performance rebounded. That grueling year did not diminish my ambition; it forged an unshakeable endurance that I will bring to the rigors of university research and pre-medical studies.",4.405546251204514,6.861808031037346,7.6926631697498395,0.5745511319281811,16.384615384615383,17.0,8.731362229946283,0.5329000422032943,166.1388888888889,10.833333333333334,0.6981132075471698,10.164681732202988,0.8243243243243243,0.41037735849056606,0.2688679245283019,0.3145539906103286,0.20187793427230047,0.07511737089201878,0.018779342723004695,0.0892018779342723,0.1596244131455399,0.07692307692307693,5.660377358490567,0.4716981132075472,0.4716981132075472,2.358490566037736,0.4716981132075472,0.0,71.0,6.683312551921141,0.0,1.8867924528301887,0.0,0.4716981132075472,0.0,1.0,0.0,0.5591229444009397,0.0,0.0,0.0,0.4716981132075472,1.8867924528301887,0.7999999999999999,7.4954125018781905,2.449342783492867,0.9588261223941147,44.70657027693682
human_912f45e1,grp_p4_human_06,human,0,intellectual_curiosity,,198,verified_native,"It started with an obsession over a 19th-century cipher in our town historical society's archive. The document, written by a Union telegrapher during the Shenandoah campaign, had remained undeciphered for over a hundred and fifty years. Where others saw indecipherable scrawls, I saw a mathematical puzzle waiting for the right key. I spent three months in my bedroom cataloging character frequencies, mapping transposition matrices, and testing polyalphabetic Vigenère variations on grid paper.

When manual frequency analysis hit a wall, I taught myself Python to write automated n-gram scoring scripts and hill-climbing decryption algorithms. The breakthrough came on a rainy Tuesday at 2:00 AM: the telegrapher had used a custom Caesar shift keyed to verses from the King James Bible. Watching the garbled characters suddenly resolve into intelligible dispatches about railroad logistics was pure euphoria.

That cipher unlocked a broader passion for computational linguistics and information security. I spent the following summer interning at an academic cryptography lab, exploring post-quantum lattice-based encryption algorithms. The thrill of uncovering signal within apparent noise is what drives me. In college, I want to pursue computer science and mathematics to design secure communication protocols that protect human privacy in an increasingly interconnected world.",4.416829764461588,7.078021513705901,7.635779266938871,0.5668835864063629,18.636363636363637,18.0,4.734260569560559,0.2540334939764202,47.209999999999994,6.1,0.7892156862745098,11.272254676425478,0.8881987577639752,0.3382352941176471,0.22058823529411764,0.36097560975609755,0.17073170731707318,0.11707317073170732,0.00975609756097561,0.04878048780487805,0.13658536585365855,0.0,3.9215686274509802,0.0,0.9803921568627451,2.450980392156863,0.49019607843137253,0.0,68.33333333333333,4.0276819911981905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.49019607843137253,0.0,0.9803921568627451,1.0,6.697870584406977,2.4492598471569624,0.9578287564666457,6.5878963004131625
human_4e6ac84e,grp_p1_esl_09,human,0,personal_growth,,212,verified_esl,"When I arrived in Chicago from Seoul at age fourteen, the English language felt like an impenetrable fortress. In my Korean middle school, I had memorized grammar rules and vocabulary lists, but real conversations moved with dizzying speed and idiomatic complexity. During my first month, ordering lunch in the school cafeteria caused severe anxiety. I often pointed at whatever the student in front of me ordered, eating cold chicken wraps for two weeks straight just to avoid speaking.

Determined to overcome this isolation, I joined the high school debate team—an absurd decision for someone who could barely formulate a spontaneous paragraph. In our first scrimmage, my hands shook so violently that my note cards scattered across the floor. I stood paralyzed under the fluorescent lights while the digital timer ticked mercilessly.

Instead of quitting, I turned debate into my daily laboratory. Every evening, I read Supreme Court opinions aloud in my bedroom, recording my voice to smooth out pronunciation and cadence. My teammates spent hours drilling cross-examination rebuttal frameworks with me. By junior year, I won speaker awards at the regional novice tournament. Learning English through debate taught me that fluency is not just about grammatical perfection; it is about having the courage to articulate your truth even when your voice trembles.",4.376994297135548,7.041403726923926,7.725319948864335,0.5724743777452416,17.833333333333332,17.5,5.927806414592913,0.3324003596967989,70.9090909090909,7.0,0.7523364485981309,11.005733425097079,0.8571428571428571,0.3878504672897196,0.2336448598130841,0.3130841121495327,0.16355140186915887,0.10747663551401869,0.056074766355140186,0.102803738317757,0.14953271028037382,0.0,5.14018691588785,0.46728971962616817,0.0,0.9345794392523363,0.0,0.0,71.33333333333333,12.364824660660938,0.0,0.0,0.0,0.9345794392523363,0.0,0.0,1.0,0.8775659824046921,0.0,0.0,0.0,0.0,0.9345794392523363,1.0,5.170985001134253,2.4491461617455372,0.9929064987884377,41.043394101845685
human_a7554c27,grp_p4_esl_10,human,0,intellectual_curiosity,,169,verified_esl,"In our apartment in Mumbai, monsoon season brought both relief and catastrophe. Torrential rains flooded our street, short-circuiting the neighborhood transformer and leaving our entire block in darkness for days. While others lit candles and waited passively, I disassembled discarded battery packs and copper coils from my father's electrical repair shop, building small emergency LED circuits to illuminate our living room.

That childhood improvisation sparked my fascination with renewable microgrids and decentralized energy storage. In high school, I conducted research on low-cost solar thermoelectric generators using scrap semiconductor components. Sourcing materials on a limited budget required relentless resourcefulness: I salvaged peltier coolers from broken water dispensers and calibrated them using homemade digital multimeters.

My prototype generated 1.8 watts from the thermal differential between rooftop tin sheets and shaded water cisterns. While modest, it proved that decentralized renewable energy could be built using locally available electronic waste. In college, I aspire to major in electrical engineering to develop affordable, robust clean-energy solutions for vulnerable urban communities in the developing world.",4.3475306811848276,6.857562944851827,7.426264754702098,0.563301282051282,19.333333333333332,18.0,5.981452814975453,0.3093854904297648,92.25,8.25,0.7803468208092486,10.263859937141024,0.8666666666666667,0.2832369942196532,0.23121387283236994,0.3563218390804598,0.16091954022988506,0.1781609195402299,0.011494252873563218,0.07471264367816093,0.12643678160919541,0.1111111111111111,4.624277456647398,0.0,0.5780346820809248,1.7341040462427744,0.5780346820809248,0.0,58.0,4.08248290463863,0.5780346820809248,0.0,1.0,0.5780346820809248,1.0,0.0,0.0,0.31971153846153844,0.0,0.0,0.0,0.0,1.7341040462427744,1.0,6.534686698490062,2.449257485761842,0.9926910591663898,2.4314157261930367
ai_436de64d,grp_p2_ai_02,ai,1,overcoming_adversity,claude35,189,unspecified,"Adversity often serves as the most profound crucible for character development, testing our resolve and illuminating the resilience that lies within. During the penultimate semester of my sophomore year, our school's flagship community outreach initiative faced an unprecedented crisis when our primary benefactor suddenly withdrew funding. As the director of logistics, I was thrust into a leadership vacuum that demanded immediate strategic intervention and unwavering resolve.

Faced with the imminent cancellation of our summer tutoring programs for underprivileged youth, I spearheaded an emergency grassroots fundraising campaign. I coordinated with local businesses, organized digital awareness initiatives, and restructured our operational budget to maximize fiscal efficiency. Through collaborative perseverance and tireless dedication, our team succeeded in raising over fifteen thousand dollars, ensuring that eighty elementary students continued to receive vital educational support.

This transformative experience fundamentally reshaped my understanding of organizational leadership and systemic problem-solving. It taught me that true leadership is not defined by the absence of obstacles, but by the capacity to navigate ambiguity with composure, integrity, and purpose. In university, I intend to pursue economics and public policy to develop sustainable financial frameworks that empower vulnerable educational institutions.",4.303973915269395,6.911163817063733,7.541078403057051,0.5402219140083218,21.22222222222222,20.0,3.8809442659051068,0.18287171933584273,56.609375,6.375,0.7631578947368421,10.51940562659517,0.8758620689655172,0.35789473684210527,0.24736842105263157,0.31413612565445026,0.15706806282722513,0.1518324607329843,0.031413612565445025,0.07329842931937172,0.14659685863874344,0.1111111111111111,6.315789473684211,0.0,0.0,0.5263157894736842,0.5263157894736842,0.0,63.666666666666664,2.8674417556808756,0.0,0.0,0.0,1.5789473684210527,0.3333333333333333,0.0,0.6666666666666666,0.5288950531668978,0.0,0.0,0.5263157894736842,1.5789473684210527,0.0,0.0,12.593956554931617,373.2720505381242,0.979383008474174,14.961826999654022
ai_acdeca2d,grp_p4_ai_04,ai,1,intellectual_curiosity,llama3,178,unspecified,"The enigmatic elegance of theoretical physics and quantum mechanics has captivated my imagination for as long as I can remember. Whenever I delve into the mathematical formulations that govern the fundamental subatomic universe, time seemingly dissolves into insignificance. The realization that probabilistic wavefunctions dictate the behavior of matter at its most fundamental level represents a profound testament to the intricate beauty of the natural cosmos.

During the summer preceding my senior year, I undertook an independent study project examining quantum entanglement and quantum teleportation protocols. Navigating complex linear algebra and Hilbert space representations posed significant cognitive challenges, yet each solved equation deepened my unwavering passion for scientific discovery. I spent countless evenings coding computational simulations to model photon polarization states and decoherence rates.

This intellectual pursuit has reinforced my conviction that scientific advancement is driven by relentless curiosity and rigorous analytical inquiry. The prospect of contributing to quantum computing and nanotechnology excites me tremendously. At the collegiate level, I look forward to conducting cutting-edge physics research and collaborating with esteemed faculty to push the frontiers of modern science.",4.28731315792277,6.750357446622428,7.464497475910218,0.5389221556886228,19.88888888888889,20.0,4.4333194096133335,0.22290432785765363,54.734375,6.625,0.7486033519553073,10.015630242875941,0.8731343283582089,0.3463687150837989,0.2681564245810056,0.3128491620111732,0.1564245810055866,0.1787709497206704,0.027932960893854747,0.061452513966480445,0.12290502793296089,0.1111111111111111,2.2346368715083798,0.0,0.0,0.5586592178770949,0.0,0.0,59.666666666666664,3.8586123009300755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.2346368715083798,0.0,0.0,16.15424077085059,463.80527896722634,0.9813746390792618,25.188178890664872
ai_9b1b238a,grp_p6_ai_06,ai,1,creative_expression,gpt4o,162,unspecified,"The blank canvas has always represented a sanctuary of limitless possibilities and profound introspection. From an early age, painting served as my primary vehicle for emotional expression and cognitive reflection, allowing me to translate abstract feelings and philosophical ideas into dynamic visual narratives. Each brushstroke is a deliberate choice, balancing harmony and contrast to evoke poignant emotional resonance in the observer.

In high school, I curated an exhibition exploring the multifaceted impacts of technological acceleration on human intimacy. Blending traditional oil painting techniques with digital mixed media, I created a series of evocative pieces that interrogated how virtual communication influences interpersonal relationships. The overwhelmingly positive reception and vibrant dialogue sparked by the exhibition demonstrated the transformative power of art as a catalyst for social commentary.

This creative pursuit has enriched my analytical perspective and deepened my commitment to interdisciplinary inquiry. In university, I plan to integrate visual arts with cognitive science, investigating the intricate neural mechanisms underlying aesthetic perception and human creativity.",4.261866250124168,6.725234994148225,7.330916878114616,0.540296052631579,20.25,20.0,4.789311015167004,0.23650918593417306,71.55102040816325,7.142857142857143,0.7654320987654321,9.742360096347989,0.8467741935483871,0.3395061728395062,0.24074074074074073,0.30246913580246915,0.1419753086419753,0.2222222222222222,0.012345679012345678,0.043209876543209874,0.12962962962962962,0.0,4.320987654320987,0.0,0.0,0.0,0.0,0.0,54.0,12.083045973594572,0.6172839506172839,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.4691358024691357,0.6172839506172839,0.19999999999999998,17.788651895898674,521.2066631136503,0.9934499724444084,135.8685713058829
